0.9976,0.6882
0.5502,0.7978
0.8189,0.7409
0.3820,0.8897
0.7950,0.7546
0.4623,0.8419
0.7495,0.7701
0.4308,0.8676
0.7302,0.7751
0.4042,0.8640
0.7289,0.7868
0.4259,0.8493
0.6888,0.7891
0.4138,0.8419
0.6753,0.7975
0.4214,0.8713
0.6661,0.7977
0.3247,0.8824
0.6453,0.8040
0.3712,0.8640
0.6263,0.8111
0.3528,0.8934
0.6106,0.8130
0.3505,0.8787
0.5970,0.8217
0.2919,0.9118
0.5734,0.8278
0.3178,0.9007
0.5885,0.8221
0.4179,0.8199
0.5730,0.8222
0.3141,0.8971
0.5612,0.8244
0.4310,0.8493
0.5436,0.8378
0.3757,0.8566
0.5370,0.8431
0.3953,0.8750
0.5158,0.8451
0.3955,0.8566
0.5152,0.8449
0.3802,0.8603
0.4954,0.8499
0.4937,0.8456
0.4948,0.8533
0.3961,0.8750
0.4838,0.8508
0.3142,0.8971
0.4629,0.8637
0.3824,0.9228
0.4695,0.8581
0.4333,0.8713
0.4567,0.8642
0.4481,0.8493
0.4487,0.8660
0.3008,0.9118
0.4519,0.8604
0.4335,0.8713
0.4228,0.8759
0.5708,0.7978
0.4061,0.8779
0.5019,0.8713
0.4233,0.8713
0.3810,0.8750
0.4090,0.8773
0.4256,0.8676
0.4031,0.8775
0.4699,0.8640
0.3931,0.8805
0.4453,0.8566
0.3929,0.8892
0.3439,0.8897
0.3876,0.8851
0.4229,0.8603
0.3597,0.8938
0.4045,0.9007
0.3699,0.8959
0.4885,0.8971
0.3526,0.8949
0.5627,0.8309
0.3620,0.8892
0.4597,0.8566
0.3582,0.8886
0.4688,0.9118
0.3353,0.9005
0.5632,0.8640
0.3427,0.8993
0.4344,0.8934
0.3427,0.9007
0.6418,0.8603
0.3125,0.9072
0.4403,0.8824
0.3263,0.8995
0.6440,0.8419
0.3328,0.9022
0.4751,0.8640
0.3076,0.9068
0.5572,0.8529
0.2917,0.9160
0.5955,0.8456
0.2991,0.9114
0.6444,0.8346
0.2893,0.9193
0.6957,0.8529
0.3009,0.9095
0.5774,0.8787
0.2947,0.9122
0.6722,0.8640
0.2789,0.9143
0.5175,0.8713
0.2841,0.9145
0.5695,0.8787
0.2958,0.9099
0.5136,0.8787
0.2691,0.9218
0.6147,0.8860
0.2923,0.9095
0.5052,0.8713
0.2730,0.9195
0.7416,0.8640
0.2655,0.9204
0.6680,0.8824
0.2732,0.9229
0.5387,0.8824
0.2654,0.9174
0.6994,0.8787
0.2515,0.9264
0.5268,0.8640
0.2536,0.9241
0.6215,0.8566
0.2597,0.9231
0.5154,0.8787
0.2461,0.9267
0.6681,0.8750
0.2584,0.9252
0.7831,0.8529
0.2367,0.9321
0.6894,0.8676
0.2326,0.9337
0.8485,0.8419
0.2436,0.9243
0.5377,0.8824
0.2391,0.9314
0.5120,0.8934
0.2332,0.9312
0.4585,0.9007
0.2307,0.9333
0.5160,0.8713
0.2268,0.9312
0.5446,0.8676
0.2123,0.9384
0.6625,0.8713
0.2357,0.9291
0.5116,0.8566
0.2052,0.9369
0.4941,0.8529
0.2133,0.9352
