1.2445,0.6069
0.7660,0.5861
1.1091,0.6438
1.1061,0.6639
1.0848,0.6485
0.8320,0.6175
1.0117,0.6885
0.9270,0.6507
0.9682,0.7040
0.5481,0.7334
0.9539,0.7111
0.5217,0.7682
0.9102,0.7290
0.5394,0.7765
0.9202,0.7206
0.5856,0.7401
0.8833,0.7298
0.4801,0.7964
0.9023,0.7328
0.5103,0.7666
0.8574,0.7454
0.6852,0.7268
0.8765,0.7328
0.6809,0.6573
0.8491,0.7452
0.5723,0.7649
0.8316,0.7462
0.5366,0.7599
0.8220,0.7542
0.4657,0.7930
0.8054,0.7643
0.5027,0.7732
0.7972,0.7566
0.5994,0.7682
0.7924,0.7578
0.5722,0.7417
0.8122,0.7572
0.5251,0.7450
0.7989,0.7588
0.4347,0.7997
0.7767,0.7676
0.6570,0.7185
0.7772,0.7706
0.6103,0.7219
0.7814,0.7635
0.5613,0.7103
0.7785,0.7666
0.5079,0.7632
0.7506,0.7763
0.4913,0.7699
0.7527,0.7781
0.4870,0.7864
0.7679,0.7676
0.5172,0.7781
0.7341,0.7783
0.4398,0.7947
0.7412,0.7800
0.4425,0.7947
0.7346,0.7830
0.4641,0.7864
0.7391,0.7773
0.5635,0.7599
0.7491,0.7688
0.5597,0.7550
0.7336,0.7846
0.5774,0.7666
0.7424,0.7763
0.4243,0.8113
0.7373,0.7747
0.4685,0.7914
0.7361,0.7828
0.4340,0.8046
0.7339,0.7727
0.4455,0.7947
0.7361,0.7820
0.4352,0.8046
0.7114,0.7806
0.3927,0.8179
0.7246,0.7820
0.4859,0.7765
0.7073,0.7877
0.4565,0.7831
0.7172,0.7836
0.5495,0.7566
0.7077,0.7814
0.4204,0.7964
0.7147,0.7824
0.5533,0.7517
0.7094,0.7877
0.4489,0.7897
0.7027,0.7885
0.5229,0.7483
0.7148,0.7861
0.4901,0.7831
0.7154,0.7840
0.4534,0.7914
0.7035,0.7836
0.5271,0.7649
0.6983,0.7885
0.4509,0.7831
0.6976,0.7928
0.5046,0.7732
0.6942,0.7838
0.4382,0.7997
0.6892,0.7859
0.5356,0.7434
0.7075,0.7863
0.4481,0.7897
0.7005,0.7867
0.4254,0.7947
0.6846,0.7954
0.4074,0.8079
0.6738,0.7920
0.4340,0.8046
0.6926,0.7920
0.7757,0.6556
0.6896,0.7907
0.4590,0.7914
0.6801,0.7891
0.4190,0.7947
0.6806,0.7968
0.4402,0.8013
0.6775,0.7911
0.4276,0.7930
0.6821,0.7863
0.4171,0.8079
0.6690,0.7948
0.4808,0.7947
0.6655,0.7974
0.4850,0.7682
0.6866,0.7913
0.4307,0.8096
0.6747,0.7899
0.4727,0.7798
0.6675,0.7993
0.6400,0.7268
0.6803,0.7972
0.4694,0.7848
0.6552,0.8056
0.4156,0.8245
0.6624,0.7995
0.4707,0.7964
0.6815,0.7907
0.4463,0.8030
0.6677,0.7960
0.4075,0.8046
0.6585,0.8011
0.5248,0.7616
0.6656,0.7940
0.4646,0.7930
0.6571,0.7993
0.4028,0.8096
0.6659,0.7987
0.5395,0.7699
0.6622,0.7938
0.4158,0.8113
0.6435,0.7974
0.4408,0.8046
0.6514,0.7950
0.4226,0.8046
0.6545,0.8041
0.4272,0.8063
0.6648,0.7926
0.5150,0.7649
0.6529,0.8039
0.3613,0.8262
0.6598,0.7930
0.4081,0.8013
0.6403,0.8011
0.4715,0.8063
0.6560,0.7972
0.4202,0.8113
0.6438,0.7978
0.4648,0.8063
0.6431,0.8048
0.5060,0.7831
0.6487,0.8074
0.4987,0.7632
0.6440,0.8023
0.6162,0.7401
0.6508,0.7987
0.4343,0.8113
0.6343,0.8050
0.6352,0.7351
0.6463,0.7985
0.3873,0.8212
0.6483,0.8013
0.4026,0.8179
0.6468,0.8007
0.3907,0.8262
0.6449,0.8025
0.4132,0.8063
0.6349,0.8064
0.3967,0.8146
0.6252,0.8084
0.4705,0.8079
0.6456,0.8041
0.4439,0.8030
0.6452,0.8066
0.4223,0.8096
0.6037,0.8064
0.3770,0.8179
0.6050,0.8161
0.3685,0.8295
0.5873,0.8236
0.3961,0.8195
0.5774,0.8206
0.3890,0.8245
0.5977,0.8139
0.4295,0.8129
0.5862,0.8141
0.3936,0.8195
0.5948,0.8206
0.3914,0.8245
0.5895,0.8208
0.4006,0.8179
0.5878,0.8194
0.4015,0.8179
0.5836,0.8261
0.3833,0.8195
0.5845,0.8249
0.3913,0.8228
0.5785,0.8232
0.3629,0.8262
0.5649,0.8247
0.3959,0.8162
0.5718,0.8265
0.4163,0.8162
0.5689,0.8228
0.3888,0.8212
0.5768,0.8222
0.4030,0.8113
0.5686,0.8241
0.3905,0.8179
0.5680,0.8281
0.3855,0.8195
0.5670,0.8251
0.3879,0.8162
0.5773,0.8257
0.3912,0.8113
0.5579,0.8293
0.3680,0.8262
0.5724,0.8228
0.3837,0.8162
0.5503,0.8299
0.3952,0.8063
0.5568,0.8287
0.4192,0.8063
0.5634,0.8293
0.4145,0.7997
0.5558,0.8271
0.4138,0.8079
0.5522,0.8310
0.3923,0.8162
0.5590,0.8253
0.3865,0.8129
0.5530,0.8283
0.3996,0.8146
0.5591,0.8247
0.3948,0.8146
0.5653,0.8220
0.4136,0.8063
0.5657,0.8239
0.3753,0.8228
0.5455,0.8316
0.4030,0.8129
0.5592,0.8279
0.4216,0.8129
0.5472,0.8289
0.3996,0.8113
0.5479,0.8310
0.4452,0.8013
0.5423,0.8308
0.3892,0.8129
0.5416,0.8310
0.4173,0.8129
0.5386,0.8316
0.4180,0.8113
0.5416,0.8326
0.4290,0.8013
0.5285,0.8375
0.4360,0.7947
0.5512,0.8267
0.4140,0.8113
0.5393,0.8367
0.4068,0.8063
0.5506,0.8269
0.3901,0.8146
0.5526,0.8289
0.3755,0.8195
0.5407,0.8316
0.3910,0.8079
0.5481,0.8306
0.4374,0.7980
0.5412,0.8306
0.4127,0.8129
0.5294,0.8348
0.4079,0.8146
0.5353,0.8352
0.4431,0.8013
0.5315,0.8373
0.4753,0.7914
0.5499,0.8271
0.4361,0.8113
0.5376,0.8295
0.4265,0.8013
0.5209,0.8393
0.4376,0.8096
0.5352,0.8360
0.4270,0.8079
0.5241,0.8379
0.4234,0.8030
0.5158,0.8375
0.4677,0.7980
0.5326,0.8308
0.4812,0.7947
0.5283,0.8362
0.4523,0.8063
0.5355,0.8346
0.4698,0.7930
0.5349,0.8373
0.4307,0.8146
0.5280,0.8350
0.4299,0.8063
0.5310,0.8358
0.4722,0.7947
0.5249,0.8393
0.4794,0.7997
0.5296,0.8409
0.4177,0.8096
0.5053,0.8466
0.4471,0.8079
0.5239,0.8389
0.4352,0.8063
0.5216,0.8405
0.4196,0.8146
0.5221,0.8409
0.4668,0.8063
0.5218,0.8411
0.4316,0.8096
0.5288,0.8397
0.4579,0.8030
0.5161,0.8387
0.4071,0.8146
0.5220,0.8397
0.4152,0.8179
0.5218,0.8407
0.4228,0.8146
0.5254,0.8395
0.4573,0.8146
0.5234,0.8413
0.4883,0.7980
0.5296,0.8362
0.4644,0.8079
0.5199,0.8387
0.4412,0.8113
0.5182,0.8385
0.4154,0.8113
0.5134,0.8411
0.4059,0.8096
0.5146,0.8427
0.4381,0.8113
0.5275,0.8369
0.4514,0.8013
0.5057,0.8450
0.4624,0.8046
0.4926,0.8454
0.4377,0.8063
0.5165,0.8430
0.4705,0.7980
0.5116,0.8434
0.4266,0.8179
0.5081,0.8403
0.4427,0.8129
0.5086,0.8409
0.4188,0.8146
0.4969,0.8499
0.4065,0.8179
0.4934,0.8464
0.4293,0.8013
0.5015,0.8444
0.5008,0.7881
0.4958,0.8438
0.4324,0.8179
0.5009,0.8466
0.5216,0.8030
0.4962,0.8466
0.4478,0.8096
0.4940,0.8503
0.4858,0.8079
0.4949,0.8458
0.4866,0.8113
0.5236,0.8411
0.4607,0.8030
0.5056,0.8436
0.4800,0.8013
0.5140,0.8405
0.5375,0.7930
0.4891,0.8507
0.5142,0.7881
